WGTP,PWGTP,SOCP,ST,
0,108,-1,23,
0,13,-1,23,
0,24,211012,23,
0,20,-1,23,
0,91,-1,23,
0,31,453031,23,
0,66,439061,23,
0,26,-1,23,
0,5,251000,23,
0,58,537065,23,
0,75,473010,23,
0,34,537065,23,
0,6,359021,23,
0,77,472070,23,
0,123,-1,23,
0,101,419041,23,
0,15,533030,23,
0,25,412031,23,
0,51,-1,23,
0,47,251000,23,
0,59,-1,23,
0,88,434051,23,
0,7,-1,23,
0,25,253041,23,
0,58,412031,23,
0,33,-1,23,
0,21,-1,23,
0,10,-1,23,
0,57,353023,23,
0,140,-1,23,
0,39,453031,23,
0,4,253041,23,
0,19,-1,23,
0,27,-1,23,
0,49,-1,23,
0,5,151252,23,
0,27,352010,23,
0,21,339091,23,
0,72,537064,23,
