WGTP,PWGTP,SOCP,ST,
75,75,252020,23,
43,43,533030,23,
43,61,412010,23,
167,168,119021,23,
167,169,252020,23,
167,142,353031,23,
167,235,519010,23,
171,170,5191XX,23,
171,193,132051,23,
159,159,119030,23,
159,209,119030,23,
159,107,252020,23,
159,171,439061,23,
159,116,311122,23,
56,56,291210,23,
23,23,1191XX,23,
23,21,-1,23,
180,181,291141,23,
180,238,472031,23,
180,174,472031,23,
180,136,537062,23,
87,87,451011,23,
87,87,-1,23,
209,208,5350XX,23,
209,259,319092,23,
182,182,412031,23,
34,34,17302X,23,
34,53,373011,23,
154,154,-1,23,
10,10,373011,23,
10,27,-1,23,
10,38,352021,23,
10,26,-1,23,
156,156,533051,23,
156,223,514120,23,
156,178,311131,23,
74,74,311131,23,
74,81,-1,23,
74,82,-1,23,
69,68,-1,23,
69,89,-1,23,
13,14,131141,23,
13,15,412031,23,
141,140,131022,23,
141,177,499052,23,
141,135,412031,23,
273,273,211029,23,
273,118,-1,23,
54,55,436014,23,
16,16,252030,23,
138,138,439XXX,23,
70,70,412010,23,
70,61,1191XX,23,
70,91,-1,23,
19,19,-1,23,
19,19,119021,23,
150,150,519061,23,
137,138,352010,23,
137,136,252020,23,
55,55,252020,23,
55,45,412031,23,
22,22,-1,23,
22,26,-1,23,
39,39,414010,23,
39,36,1191XX,23,
56,56,131151,23,
56,40,-1,23,
56,69,-1,23,
256,257,514041,23,
256,172,252050,23,
41,41,433051,23,
41,39,5191XX,23,
83,83,533030,23,
83,92,493040,23,
83,105,-1,23,
26,26,373011,23,
26,39,311122,23,
26,22,311122,23,
26,27,-1,23,
52,52,-1,23,
52,52,151211,23,
52,46,292061,23,
52,43,-1,23,
36,36,273091,23,
36,41,-1,23,
80,80,251000,23,
80,120,251000,23,
50,50,-1,23,
59,59,-1,23,
145,144,431011,23,
145,92,434051,23,
94,93,1191XX,23,
94,87,-1,23,
16,16,433031,23,
16,17,533051,23,
17,17,-1,23,
24,25,-1,23,
987,987,37201X,23,
987,729,399011,23,
94,94,191020,23,
94,86,119051,23,
106,105,-1,23,
106,149,-1,23,
497,497,-1,23,
497,996,1191XX,23,
85,86,515111,23,
85,88,271022,23,
85,86,-1,23,
85,136,-1,23,
41,41,212011,23,
41,32,-1,23,
41,69,29205X,23,
113,113,319097,23,
113,104,434171,23,
556,555,172121,23,
556,446,436014,23,
556,505,-1,23,
556,507,-1,23,
160,160,533030,23,
160,192,439061,23,
58,58,119081,23,
58,100,119051,23,
58,54,-1,23,
194,194,1191XX,23,
194,187,472121,23,
33,33,-1,23,
33,34,-1,23,
181,182,-1,23,
48,47,131111,23,
48,39,-1,23,
71,71,-1,23,
71,69,-1,23,
190,190,112022,23,
190,150,113031,23,
190,210,-1,23,
190,192,359021,23,
33,33,419091,23,
33,33,2530XX,23,
33,32,-1,23,
281,281,37201X,23,
281,498,434081,23,
134,134,2911XX,23,
134,115,172051,23,
134,358,-1,23,
134,146,-1,23,
134,140,-1,23,
279,279,-1,23,
106,106,37201X,23,
150,149,472031,23,
150,183,251000,23,
60,60,-1,23,
60,141,-1,23,
554,554,-1,23,
554,650,-1,23,
554,708,-1,23,
89,88,-1,23,
30,30,1191XX,23,
30,32,-1,23,
35,34,-1,23,
35,42,-1,23,
86,87,533030,23,
86,85,119111,23,
447,448,-1,23,
26,26,-1,23,
26,22,311131,23,
28,28,373011,23,
28,15,452041,23,
28,9,-1,23,
28,34,352010,23,
61,61,-1,23,
99,99,472031,23,
99,219,353031,23,
96,96,434061,23,
96,102,474051,23,
96,87,-1,23,
96,87,-1,23,
96,81,-1,23,
23,23,353011,23,
23,24,454020,23,
26,26,191030,23,
26,30,-1,23,
26,29,-1,23,
26,20,-1,23,
63,63,412031,23,
63,73,373011,23,
63,23,453031,23,
76,76,472031,23,
76,108,1191XX,23,
82,82,-1,23,
82,76,5170XX,23,
101,101,37201X,23,
93,93,-1,23,
48,48,472031,23,
48,91,431011,23,
34,34,311122,23,
34,44,537065,23,
34,23,-1,23,
34,15,-1,23,
34,17,-1,23,
34,25,399011,23,
53,52,252030,23,
53,49,-1,23,
103,103,434031,23,
103,139,434051,23,
31,31,453031,23,
31,31,436014,23,
143,143,372012,23,
143,156,119013,23,
115,115,291210,23,
130,130,27102X,23,
89,89,-1,23,
89,95,-1,23,
31,31,535020,23,
31,33,-1,23,
31,38,4520XX,23,
155,154,151230,23,
155,142,211014,23,
79,79,411012,23,
79,100,252030,23,
38,38,1110XX,23,
38,33,-1,23,
163,164,113031,23,
163,203,119030,23,
163,152,37201X,23,
230,230,411011,23,
230,146,49904X,23,
230,375,472061,23,
156,156,439XXX,23,
156,315,2310XX,23,
156,194,-1,23,
50,50,434171,23,
22,22,212011,23,
22,20,252050,23,
95,95,1191XX,23,
95,73,411011,23,
95,113,472181,23,
40,40,-1,23,
40,42,537065,23,
39,39,-1,23,
46,47,-1,23,
594,594,212011,23,
594,675,411012,23,
594,1351,353031,23,
292,292,-1,23,
292,575,-1,23,
139,139,151252,23,
139,179,411011,23,
25,24,373011,23,
25,24,131021,23,
26,26,292061,23,
38,38,436014,23,
31,31,439061,23,
31,29,533030,23,
177,177,1191XX,23,
177,151,436014,23,
160,160,-1,23,
160,136,-1,23,
33,32,499021,23,
33,30,311122,23,
34,34,-1,23,
34,37,493040,23,
44,43,5191XX,23,
44,36,516040,23,
44,76,-1,23,
90,90,474051,23,
90,114,151230,23,
90,107,151230,23,
91,91,2310XX,23,
91,163,411012,23,
91,81,-1,23,
91,145,-1,23,
34,34,1721YY,23,
34,27,411011,23,
47,47,-1,23,
47,48,-1,23,
16,16,-1,23,
16,18,-1,23,
106,107,2310XX,23,
106,112,-1,23,
62,62,533030,23,
33,33,113121,23,
168,169,151230,23,
168,93,311122,23,
45,45,493023,23,
45,81,352021,23,
16,16,-1,23,
16,15,-1,23,
106,106,-1,23,
106,101,-1,23,
106,112,-1,23,
17,17,2590XX,23,
146,146,271010,23,
146,184,-1,23,
56,57,472031,23,
56,51,353041,23,
131,131,533052,23,
131,82,5191XX,23,
40,40,436014,23,
40,26,472031,23,
136,136,31909X,23,
136,170,211029,23,
136,151,-1,23,
136,155,439021,23,
96,96,533030,23,
96,102,-1,23,
53,53,292053,23,
53,58,4990XX,23,
72,72,-1,23,
72,47,533030,23,
72,77,513011,23,
72,45,-1,23,
139,139,533030,23,
139,168,-1,23,
24,24,-1,23,
24,59,-1,23,
31,31,472031,23,
31,32,-1,23,
98,98,-1,23,
98,93,434051,23,
92,92,-1,23,
109,109,435061,23,
109,113,537062,23,
53,53,291141,23,
53,35,292053,23,
154,154,132011,23,
154,132,4520XX,23,
154,103,132011,23,
148,148,151252,23,
148,104,492011,23,
79,79,-1,23,
79,106,-1,23,
110,110,-1,23,
110,131,-1,23,
449,449,411011,23,
449,384,411011,23,
128,128,999920,23,
128,113,352010,23,
128,139,353031,23,
126,127,151252,23,
126,166,-1,23,
126,125,17302X,23,
226,225,131011,23,
226,197,471011,23,
70,70,519111,23,
70,66,-1,23,
98,98,-1,23,
137,137,5191XX,23,
137,128,513099,23,
34,34,-1,23,
26,26,536030,23,
26,33,434171,23,
26,23,-1,23,
26,29,-1,23,
107,107,2310XX,23,
107,93,119111,23,
46,46,-1,23,
102,101,-1,23,
102,124,-1,23,
121,121,19303X,23,
121,81,-1,23,
134,135,519061,23,
134,142,352010,23,
142,143,1191XX,23,
142,134,399011,23,
25,25,1110XX,23,
25,45,436014,23,
25,25,412031,23,
25,28,431011,23,
14,14,-1,23,
14,30,-1,23,
128,128,493040,23,
128,154,536030,23,
25,25,453031,23,
47,47,-1,23,
47,65,119111,23,
47,37,-1,23,
193,193,533051,23,
193,157,37201X,23,
73,73,292056,23,
73,78,519196,23,
18,17,333050,23,
34,34,472152,23,
28,28,5191XX,23,
127,127,411011,23,
24,24,-1,23,
24,28,-1,23,
24,24,-1,23,
30,30,331011,23,
30,24,499071,23,
35,34,353023,23,
35,35,414010,23,
82,82,454020,23,
48,49,412031,23,
29,29,471011,23,
29,35,537065,23,
19,19,131111,23,
19,19,-1,23,
21,21,319092,23,
21,22,-1,23,
21,28,-1,23,
45,44,431011,23,
45,40,519061,23,
69,70,-1,23,
69,60,436014,23,
74,74,-1,23,
74,60,119141,23,
35,34,475020,23,
35,31,-1,23,
143,142,291210,23,
143,133,272042,23,
124,124,119030,23,
26,26,273042,23,
26,37,472031,23,
82,82,119111,23,
82,65,351011,23,
107,108,5371XX,23,
107,117,353011,23,
94,93,291123,23,
94,89,291123,23,
94,79,-1,23,
94,79,-1,23,
94,81,-1,23,
94,73,-1,23,
50,50,472031,23,
50,43,537062,23,
50,30,-1,23,
59,59,-1,23,
59,52,-1,23,
228,227,352010,23,
228,172,412010,23,
44,43,373011,23,
77,77,-1,23,
210,210,-1,23,
210,216,372012,23,
30,30,211029,23,
30,40,372012,23,
30,56,-1,23,
30,45,-1,23,
12,13,-1,23,
29,29,472111,23,
29,33,291141,23,
29,23,352021,23,
103,103,-1,23,
34,34,-1,23,
34,26,-1,23,
54,54,412010,23,
54,68,537064,23,
54,61,-1,23,
54,61,-1,23,
54,29,-1,23,
54,36,372012,23,
26,26,2310XX,23,
39,39,-1,23,
39,47,-1,23,
142,142,-1,23,
270,270,435031,23,
270,303,533030,23,
270,295,411011,23,
99,99,-1,23,
149,149,-1,23,
149,164,-1,23,
170,170,-1,23,
171,171,132070,23,
171,83,436014,23,
129,129,439071,23,
129,130,412031,23,
68,69,273043,23,
68,59,436014,23,
79,80,514041,23,
79,116,37201X,23,
79,183,-1,23,
61,60,352010,23,
61,61,533030,23,
61,51,-1,23,
61,51,-1,23,
40,39,-1,23,
40,35,-1,23,
28,28,111021,23,
28,33,112030,23,
28,73,-1,23,
28,30,-1,23,
28,31,-1,23,
16,17,412031,23,
16,17,412031,23,
462,461,-1,23,
28,27,-1,23,
81,82,372012,23,
81,77,359031,23,
81,118,-1,23,
32,32,312020,23,
32,29,373011,23,
32,10,434051,23,
32,12,-1,23,
22,22,472031,23,
22,30,435052,23,
57,57,131199,23,
57,37,353023,23,
92,91,-1,23,
92,115,-1,23,
133,132,291123,23,
133,173,493031,23,
46,47,252020,23,
47,47,-1,23,
86,86,411011,23,
86,73,-1,23,
86,105,-1,23,
23,23,511011,23,
23,16,-1,23,
51,51,119041,23,
102,103,472080,23,
163,163,-1,23,
28,29,533051,23,
28,33,533030,23,
587,587,434051,23,
587,638,4990XX,23,
41,41,472111,23,
41,37,372012,23,
41,52,353031,23,
41,31,-1,23,
34,34,311122,23,
34,28,-1,23,
56,56,-1,23,
56,53,-1,23,
40,40,519061,23,
40,39,372012,23,
52,52,1191XX,23,
17,17,454020,23,
17,14,436014,23,
210,210,319092,23,
210,195,-1,23,
210,102,-1,23,
105,105,-1,23,
105,120,-1,23,
105,227,519030,23,
67,67,-1,23,
113,113,435031,23,
113,88,-1,23,
113,104,-1,23,
61,61,119030,23,
61,40,1110XX,23,
95,94,27102X,23,
16,15,533030,23,
16,16,395012,23,
100,100,172121,23,
100,93,119141,23,
195,195,533030,23,
195,254,436014,23,
482,482,519120,23,
482,450,119151,23,
482,633,-1,23,
28,28,-1,23,
26,25,439XXX,23,
252,252,131111,23,
252,167,172051,23,
252,98,-1,23,
252,130,-1,23,
252,185,-1,23,
35,34,131161,23,
44,44,-1,23,
90,89,519160,23,
90,76,514120,23,
44,45,-1,23,
26,27,311122,23,
26,25,311131,23,
139,139,999920,23,
237,237,513020,23,
237,302,412010,23,
66,65,-1,23,
66,73,252010,23,
66,80,411012,23,
131,131,-1,23,
18,18,-1,23,
78,78,537065,23,
78,50,37201X,23,
151,151,351012,23,
151,156,37201X,23,
151,265,252020,23,
151,151,472111,23,
49,49,-1,23,
34,34,537065,23,
34,29,452041,23,
27,28,-1,23,
59,59,319092,23,
234,234,-1,23,
86,85,-1,23,
114,114,-1,23,
110,110,194031,23,
110,60,252020,23,
110,106,353031,23,
177,177,515112,23,
177,132,271023,23,
109,109,435031,23,
109,115,412031,23,
43,42,411011,23,
59,59,-1,23,
97,98,113111,23,
97,109,493040,23,
48,49,1191XX,23,
48,58,-1,23,
92,92,-1,23,
223,223,-1,23,
223,155,-1,23,
94,94,111021,23,
94,107,435051,23,
41,40,411011,23,
41,29,472061,23,
309,310,211029,23,
309,317,435031,23,
159,159,-1,23,
32,33,49904X,23,
32,41,433071,23,
24,24,-1,23,
24,23,259040,23,
38,39,37201X,23,
38,89,-1,23,
105,105,119030,23,
105,117,-1,23,
96,96,-1,23,
96,96,-1,23,
15,15,433031,23,
84,84,519111,23,
231,232,252030,23,
231,159,533030,23,
116,116,211029,23,
116,119,412031,23,
23,23,533030,23,
84,84,-1,23,
84,173,-1,23,
85,84,292052,23,
85,90,514120,23,
85,107,-1,23,
85,104,-1,23,
16,16,413041,23,
165,166,537065,23,
165,142,537065,23,
165,136,431011,23,
19,19,-1,23,
19,20,-1,23,
62,62,-1,23,
144,145,-1,23,
165,165,3930XX,23,
165,175,2590XX,23,
41,41,291031,23,
41,30,252030,23,
41,38,-1,23,
41,50,-1,23,
86,86,291020,23,
86,100,431011,23,
40,39,1191XX,23,
40,20,535020,23,
40,19,-1,23,
124,123,499021,23,
124,140,291141,23,
39,39,259040,23,
39,48,-1,23,
123,124,-1,23,
207,206,-1,23,
207,192,-1,23,
164,164,518021,23,
164,200,211029,23,
17,17,311122,23,
17,24,492011,23,
17,59,-1,23,
89,90,434051,23,
89,106,-1,23,
53,53,4330XX,23,
53,68,472031,23,
24,25,119021,23,
110,110,113031,23,
110,90,492011,23,
110,65,-1,23,
70,70,493011,23,
70,67,411011,23,
70,98,-1,23,
70,67,-1,23,
27,26,-1,23,
70,70,499071,23,
70,80,251000,23,
70,87,412010,23,
570,570,-1,23,
121,120,434051,23,
121,121,436014,23,
121,163,4520XX,23,
121,89,-1,23,
69,68,419020,23,
98,98,132020,23,
98,89,132020,23,
95,96,533030,23,
95,28,434061,23,
25,26,-1,23,
25,26,292061,23,
96,95,412031,23,
96,101,259040,23,
96,106,412031,23,
96,114,353031,23,
61,61,-1,23,
49,49,439XXX,23,
49,23,434051,23,
49,75,-1,23,
49,78,-1,23,
67,67,-1,23,
27,27,271010,23,
27,27,273043,23,
47,47,4520XX,23,
48,48,472070,23,
48,125,-1,23,
60,60,274021,23,
60,60,435071,23,
60,213,537065,23,
73,74,413091,23,
73,122,351011,23,
105,105,254022,23,
105,145,291041,23,
33,34,339094,23,
52,52,131131,23,
52,49,131070,23,
52,55,-1,23,
50,50,271010,23,
8,8,533030,23,
8,52,211029,23,
43,43,434171,23,
43,34,499071,23,
43,63,-1,23,
124,124,-1,23,
22,22,352010,23,
37,37,439061,23,
37,62,372012,23,
1123,1122,251000,23,
1123,631,472061,23,
1123,237,-1,23,
1123,238,-1,23,
1123,238,-1,23,
20,20,-1,23,
20,19,453031,23,
24,24,4520XX,23,
24,22,37201X,23,
24,9,-1,23,
24,9,-1,23,
24,9,-1,23,
24,10,-1,23,
101,101,291020,23,
101,93,-1,23,
101,118,-1,23,
101,86,-1,23,
101,129,-1,23,
67,67,499044,23,
67,36,433031,23,
67,72,-1,23,
67,49,-1,23,
67,49,-1,23,
341,342,-1,23,
32,32,254022,23,
32,37,211093,23,
166,166,-1,23,
166,161,113031,23,
54,55,2530XX,23,
54,66,-1,23,
85,85,-1,23,
174,173,434051,23,
28,27,259040,23,
28,51,371012,23,
28,64,-1,23,
28,105,-1,23,
28,108,-1,23,
28,65,-1,23,
28,35,-1,23,
28,66,-1,23,
24,23,5191XX,23,
24,50,395012,23,
29,29,434XXX,23,
29,24,271010,23,
29,26,373011,23,
52,53,399032,23,
88,88,537062,23,
88,137,311122,23,
88,145,-1,23,
31,32,-1,23,
31,29,493040,23,
84,84,-1,23,
84,82,-1,23,
25,25,-1,23,
25,23,-1,23,
25,25,436014,23,
25,30,119030,23,
25,31,-1,23,
83,83,411011,23,
83,114,131199,23,
83,119,-1,23,
307,307,113121,23,
307,273,132051,23,
125,125,533030,23,
282,282,434051,23,
282,224,37201X,23,
43,43,-1,23,
43,45,211029,23,
144,145,-1,23,
92,92,472XXX,23,
92,127,472011,23,
92,82,-1,23,
92,75,-1,23,
23,23,1721YY,23,
23,30,511011,23,
69,68,-1,23,
69,77,212011,23,
214,215,411011,23,
214,248,412031,23,
214,151,-1,23,
214,177,-1,23,
214,178,-1,23,
49,49,2310XX,23,
49,48,2310XX,23,
27,27,211093,23,
31,32,-1,23,
29,29,414010,23,
29,25,411012,23,
60,60,112022,23,
17,17,-1,23,
55,55,-1,23,
127,127,353031,23,
127,240,472031,23,
25,25,-1,23,
25,28,37201X,23,
24,24,411011,23,
29,29,533030,23,
29,33,273023,23,
14,13,-1,23,
14,12,254022,23,
31,31,-1,23,
31,27,119051,23,
255,255,519020,23,
255,138,311131,23,
255,124,-1,23,
174,174,131030,23,
174,119,-1,23,
206,206,472130,23,
206,137,412010,23,
206,131,-1,23,
206,236,-1,23,
124,124,291141,23,
124,96,119021,23,
15,16,399011,23,
15,18,472111,23,
145,144,-1,23,
65,65,132052,23,
65,127,253041,23,
35,36,37201X,23,
35,29,434YYY,23,
35,28,-1,23,
286,287,5191XX,23,
46,46,472031,23,
46,74,274030,23,
46,65,-1,23,
46,65,-1,23,
14,15,-1,23,
70,70,311131,23,
70,79,-1,23,
115,116,252020,23,
115,110,-1,23,
201,200,412010,23,
201,93,373011,23,
35,35,433031,23,
35,32,252020,23,
35,45,-1,23,
104,104,151251,23,
104,120,436014,23,
17,17,5371XX,23,
125,125,211014,23,
671,672,433021,23,
671,432,-1,23,
31,31,112022,23,
16,16,-1,23,
16,12,-1,23,
74,75,-1,23,
74,69,-1,23,
157,157,453031,23,
157,151,453031,23,
27,28,534010,23,
27,17,436014,23,
172,173,132011,23,
172,186,-1,23,
94,93,292034,23,
94,142,514041,23,
217,217,514041,23,
217,227,131070,23,
12,12,-1,23,
51,51,-1,23,
237,237,351011,23,
156,157,1110XX,23,
156,228,252020,23,
156,194,-1,23,
203,202,311131,23,
53,53,472152,23,
53,30,412010,23,
53,67,-1,23,
53,36,435061,23,
24,24,-1,23,
81,81,532010,23,
159,159,113061,23,
159,148,436014,23,
95,95,434171,23,
95,44,453031,23,
147,147,1110XX,23,
147,167,-1,23,
14,14,17302X,23,
14,14,252050,23,
37,37,151252,23,
16,15,1721YY,23,
16,13,292061,23,
33,33,-1,23,
33,33,-1,23,
80,80,472070,23,
80,83,352010,23,
53,53,291141,23,
53,60,119030,23,
53,107,119151,23,
28,28,453031,23,
28,32,1191XX,23,
28,29,453031,23,
40,40,472031,23,
40,39,252020,23,
221,221,434051,23,
221,54,999920,23,
246,247,472140,23,
246,217,2530XX,23,
95,96,-1,23,
95,87,373011,23,
60,60,436012,23,
65,65,-1,23,
65,53,436014,23,
29,29,132041,23,
29,77,-1,23,
159,159,132020,23,
159,169,119030,23,
246,246,1110XX,23,
246,299,537081,23,
246,229,359011,23,
246,284,-1,23,
0,57,-1,23,
0,81,537065,23,
0,4,519195,23,
0,27,-1,23,
0,35,-1,23,
0,25,-1,23,
0,45,-1,23,
0,15,399032,23,
0,18,311122,23,
0,15,439061,23,
0,11,-1,23,
0,54,-1,23,
0,70,359021,23,
0,61,-1,23,
0,25,252030,23,
0,47,439061,23,
0,16,259040,23,
0,61,373011,23,
0,77,-1,23,
0,86,-1,23,
0,40,352010,23,
0,11,-1,23,
0,9,21109X,23,
0,65,439061,23,
0,11,-1,23,
0,37,-1,23,
0,47,373011,23,
0,51,434171,23,
0,80,412010,23,
0,70,537062,23,
0,61,519120,23,
0,32,434131,23,
0,62,259040,23,
0,32,311131,23,
0,34,493023,23,
0,10,-1,23,
0,4,439XXX,23,
0,55,453031,23,
0,31,-1,23,
0,12,-1,23,
0,11,-1,23,
0,57,537070,23,
0,19,412031,23,
0,8,-1,23,
0,14,434131,23,
0,11,412010,23,
0,40,412031,23,
0,26,-1,23,
0,113,252020,23,
0,68,352010,23,
0,72,-1,23,
0,42,-1,23,
0,94,33909X,23,
0,89,434171,23,
0,25,259040,23,
0,26,259040,23,
0,74,252030,23,
0,58,537062,23,
0,72,-1,23,
0,4,372012,23,
0,75,412010,23,
0,56,-1,23,
0,51,-1,23,
0,66,211011,23,
0,55,434121,23,
0,20,353031,23,
0,111,-1,23,
0,46,-1,23,
0,33,399032,23,
0,69,151252,23,
0,9,-1,23,
0,30,352010,23,
0,170,-1,23,
0,36,399032,23,
0,107,-1,23,
0,14,211012,23,
0,96,292053,23,
0,30,272022,23,
0,23,211011,23,
0,74,432021,23,
0,53,252010,23,
0,54,-1,23,
0,59,151255,23,
0,72,353031,23,
0,118,519120,23,
0,31,352010,23,
0,35,-1,23,
0,13,434131,23,
0,7,493023,23,
0,146,493023,23,
0,64,-1,23,
0,41,434051,23,
0,60,352010,23,
0,103,472152,23,
0,34,272011,23,
0,51,412010,23,
0,69,399011,23,
0,32,472061,23,
0,186,537065,23,
0,133,-1,23,
0,16,5191XX,23,
0,13,-1,23,
0,16,-1,23,
0,73,353023,23,
0,70,353031,23,
0,13,-1,23,
0,61,434051,23,
0,18,33909X,23,
0,9,-1,23,
0,39,-1,23,
0,18,-1,23,
0,48,37201X,23,
0,51,351012,23,
0,12,-1,23,
0,43,253041,23,
0,18,-1,23,
0,17,113051,23,
0,11,-1,23,
0,63,211012,23,
0,11,513020,23,
0,45,151255,23,
0,47,412010,23,
0,20,352010,23,
0,83,412031,23,
0,22,-1,23,
0,8,-1,23,
0,39,-1,23,
0,22,-1,23,
0,45,-1,23,
0,78,412010,23,
0,117,-1,23,
0,39,-1,23,
0,34,-1,23,
0,60,472152,23,
0,18,453031,23,
0,3,-1,23,
0,70,37201X,23,
0,25,311131,23,
0,32,-1,23,
0,4,-1,23,
0,10,493023,23,
0,13,-1,23,
0,13,352021,23,
0,97,537062,23,
0,56,412031,23,
0,22,393031,23,
0,48,439061,23,
0,60,-1,23,
0,33,434051,23,
0,14,-1,23,
0,11,-1,23,
0,28,412010,23,
0,115,-1,23,
0,53,151230,23,
0,30,-1,23,
0,55,433031,23,
0,28,473010,23,
0,103,-1,23,
0,22,399032,23,
0,61,352010,23,
0,44,252010,23,
0,7,-1,23,
0,24,352010,23,
0,71,359031,23,
0,8,251000,23,
0,16,-1,23,
0,28,-1,23,
0,11,-1,23,
0,19,-1,23,
0,5,5350XX,23,
0,60,37201X,23,
0,14,-1,23,
0,47,537065,23,
0,59,253041,23,
0,66,352010,23,
0,15,37201X,23,
0,18,537065,23,
0,24,472061,23,
0,87,1940YY,23,
0,21,412010,23,
0,95,252010,23,
0,67,533030,23,
0,45,372012,23,
0,57,471011,23,
0,138,-1,23,
0,81,412031,23,
0,21,-1,23,
0,26,353023,23,
0,41,119051,23,
0,95,399041,23,
0,6,519195,23,
0,70,537062,23,
0,41,399032,23,
0,11,-1,23,
0,7,37201X,23,
0,31,-1,23,
0,28,211011,23,
0,17,-1,23,
0,18,-1,23,
0,84,-1,23,
0,17,412010,23,
0,15,-1,23,
0,45,-1,23,
0,10,-1,23,
0,111,-1,23,
0,41,412010,23,
0,15,537065,23,
0,182,519195,23,
0,24,359021,23,
0,30,119030,23,
0,84,472061,23,
0,107,-1,23,
0,15,493023,23,
0,37,351011,23,
0,23,-1,23,
0,36,253041,23,
0,37,396010,23,
0,45,-1,23,
0,48,533030,23,
0,16,-1,23,
0,36,434111,23,
0,16,399041,23,
0,73,472070,23,
0,26,-1,23,
0,10,372012,23,
0,15,-1,23,
0,9,232099,23,
0,10,-1,23,
0,57,291031,23,
0,10,-1,23,
0,31,-1,23,
0,11,-1,23,
0,70,-1,23,
0,63,253041,23,
0,33,-1,23,
0,19,-1,23,
0,34,-1,23,
0,10,352010,23,
0,33,253041,23,
0,97,359021,23,
0,67,211011,23,
0,22,-1,23,
0,68,251000,23,
0,14,-1,23,
0,57,519195,23,
0,55,292061,23,
0,69,472031,23,
0,42,371012,23,
0,98,232099,23,
0,6,412010,23,
0,29,359021,23,
0,5,5350XX,23,
0,82,-1,23,
0,44,372012,23,
0,65,253041,23,
0,40,412031,23,
0,16,-1,23,
0,14,-1,23,
0,13,-1,23,
0,56,471011,23,
0,103,513020,23,
0,68,211011,23,
0,9,-1,23,
0,29,272023,23,
0,15,537062,23,
0,45,373011,23,
0,105,-1,23,
0,40,412010,23,
0,21,412010,23,
0,46,537062,23,
0,91,5191XX,23,
0,8,519111,23,
0,44,151255,23,
0,16,-1,23,
0,5,434121,23,
0,36,352010,23,
0,43,412010,23,
0,75,-1,23,
0,29,-1,23,
0,111,-1,23,
0,34,-1,23,
136,136,411011,23,
136,120,252020,23,
136,94,-1,23,
34,34,-1,23,
34,40,472031,23,
219,218,-1,23,
139,139,119030,23,
139,157,252030,23,
139,156,211011,23,
68,68,252020,23,
164,164,-1,23,
78,78,439041,23,
78,110,533030,23,
118,119,291126,23,
34,35,172070,23,
201,201,519061,23,
201,298,-1,23,
201,319,-1,23,
201,317,-1,23,
201,163,-1,23,
143,143,411011,23,
143,171,113031,23,
113,112,454020,23,
113,164,395012,23,
113,94,-1,23,
52,51,311122,23,
198,198,291210,23,
198,262,291210,23,
198,195,-1,23,
198,163,-1,23,
198,260,-1,23,
69,69,29203X,23,
58,58,-1,23,
58,77,-1,23,
84,84,533030,23,
95,95,434051,23,
95,90,131161,23,
31,30,-1,23,
31,33,454020,23,
47,46,412010,23,
47,57,-1,23,
106,106,419020,23,
106,106,419020,23,
19,19,-1,23,
19,14,251000,23,
170,170,-1,23,
136,135,194031,23,
136,53,-1,23,
136,159,395092,23,
136,119,395092,23,
183,183,533030,23,
183,249,37201X,23,
65,65,-1,23,
65,56,311122,23,
115,115,2530XX,23,
115,173,-1,23,
115,201,-1,23,
81,81,513011,23,
55,56,132011,23,
17,16,-1,23,
17,14,271022,23,
83,82,-1,23,
83,124,-1,23,
21,21,-1,23,
25,24,-1,23,
25,23,-1,23,
96,96,131041,23,
96,117,-1,23,
96,97,1191XX,23,
61,61,-1,23,
75,74,252020,23,
75,54,211022,23,
67,67,472061,23,
67,53,131030,23,
198,198,291141,23,
198,154,-1,23,
14,14,533030,23,
14,21,411011,23,
41,42,472031,23,
41,34,412031,23,
61,61,436014,23,
61,72,-1,23,
69,69,-1,23,
28,28,-1,23,
28,58,-1,23,
100,100,-1,23,
148,148,-1,23,
158,158,-1,23,
170,170,-1,23,
170,153,-1,23,
56,56,-1,23,
56,98,-1,23,
12,12,537062,23,
133,133,-1,23,
154,154,37201X,23,
109,109,533030,23,
109,102,252010,23,
387,387,434051,23,
387,407,493011,23,
35,34,-1,23,
439,439,-1,23,
21,20,-1,23,
109,109,291020,23,
109,120,151211,23,
88,89,-1,23,
88,86,-1,23,
15,15,472070,23,
15,8,291051,23,
139,139,332011,23,
139,166,353011,23,
196,196,-1,23,
397,397,211011,23,
397,546,31909X,23,
83,83,-1,23,
20,20,252020,23,
20,28,-1,23,
32,32,-1,23,
32,39,311122,23,
32,19,-1,23,
32,21,-1,23,
32,18,-1,23,
123,123,119151,23,
123,80,434051,23,
50,50,119151,23,
63,63,471011,23,
341,341,434071,23,
341,309,439XXX,23,
88,88,474011,23,
109,108,172141,23,
109,163,131070,23,
109,65,-1,23,
109,73,-1,23,
114,114,372012,23,
114,76,352021,23,
114,109,-1,23,
17,17,232011,23,
17,17,434031,23,
223,223,311121,23,
520,521,472031,23,
573,573,172011,23,
231,231,353011,23,
231,273,-1,23,
121,121,252030,23,
23,23,-1,23,
23,30,-1,23,
132,132,472111,23,
132,115,-1,23,
155,155,-1,23,
61,62,373011,23,
61,30,319096,23,
171,171,472031,23,
171,116,312020,23,
171,324,173031,23,
58,58,-1,23,
58,53,-1,23,
120,120,433011,23,
120,176,472181,23,
12,12,472152,23,
12,20,119030,23,
12,18,-1,23,
