Feature1,Feature2,Feature3,Feature4,Output
-0.2357385678233607,-1.0798646013166742,-0.2160824651285358,0.4712981479415988,0.0
-0.46001004049601774,-0.6101555630848106,-1.4973108666362986,1.4541099100371995,0.0
-1.2652283220422715,-0.28380199353798896,-0.906387317992623,1.0833426574556122,0.0
-0.3138628838380412,-1.8189777091527388,0.9003629762440284,0.8942311927084281,0.0
-0.884161398271481,-0.7180956467134996,-0.5356825548642926,-1.4456272664052952,0.0
-1.4543184666496374,-0.6123310104637818,-1.2539588377751312,-0.9220602826304202,0.0
-1.4522164030046483,-1.1219605995663986,0.6091274542754652,1.572664276100456,0.0
0.04259499187050506,-1.0238716992616308,-1.0383473907378258,0.09003479120350218,0.0
-1.4682452768408374,-1.0022579343042186,0.08059082317502302,-1.53413394664075,0.0
-0.87073186872352,-1.1205078285778654,-2.014250330489396,-0.10081079623291306,0.0
-1.0231544274463538,0.5708669332142454,-0.5380049435299304,1.0771732876519877,0.0
-1.4298564371820064,-0.45983899486064816,-2.120013624298673,-0.34794590052645086,0.0
-1.006177037097834,-0.6413803762466335,-1.0449028333297916,0.09526894736952372,0.0
-0.641488892109331,-0.35581115523707335,-1.7752506816231428,0.5594595723180359,0.0
-0.16326388663094588,-2.0482436053370736,-0.35604931651170096,-0.6924363155845868,0.0
-0.2457953617228556,-1.158593824390646,0.3345779430825355,1.047912247355578,0.0
-0.47807781694663326,-1.7355406589551097,-1.4468344783845866,0.15470081866956986,0.0
-1.4406580755439238,-1.340654554723043,-0.07327209093481432,1.571435054918908,0.0
-0.4554008487913432,-1.1528513913541374,0.45623936046437374,-0.17924096741425957,0.0
-0.16795914142852753,-0.7593558612039825,-0.6405053702175797,-1.0452115749880169,0.0
-1.0383760615593864,-1.6467767624651632,-2.0090228043672114,-1.4258946894705438,0.0
-1.0503857990254246,-0.49777694709942377,-0.42871703301709657,0.3727543453046392,0.0
-0.07046091218166198,-1.0210062326929916,0.055386145493869936,-1.5321687704233264,0.0
-0.5167253281946336,-0.4431539158275928,-0.5456768330035756,1.7458976995453643,0.0
-0.9606010775165623,-1.104535263876884,-0.38569724503481906,-0.019522967752201595,0.0
-0.7668827073309821,-1.3924959380009547,-0.2432904421436038,0.5494056068071705,0.0
-1.5734930903452333,-0.45118025996537503,-1.1200279452567312,-1.2406308018637517,0.0
-1.0925693403966577,-0.7176045377912712,0.2683556602465988,0.9811335943609321,0.0
-0.294984765992189,0.05728107799553207,-0.4737642194909247,1.102404477852991,0.0
-1.0791442314090243,-0.8988807356996678,0.5996994037477754,1.5548653044843943,0.0
-0.04436604057876948,-0.7949677527147093,-0.620929925931949,0.34015930011521195,0.0
-1.384269081989632,0.001481197725306185,-0.9155361758723582,-0.0624678700791013,0.0
