O*NET-SOC Code,Reading Comprehension,Active Listening,Writing,Speaking,Mathematics,Science,Critical Thinking,Active Learning,Learning Strategies,Monitoring,Social Perceptiveness,Coordination,Persuasion,Negotiation,Instructing,Service Orientation,Complex Problem Solving,Operations Analysis,Technology Design,Equipment Selection,Installation,Programming,Operations Monitoring,Operation and Control,Equipment Maintenance,Troubleshooting,Repairing,Quality Control Analysis,Judgment and Decision Making,Systems Analysis,Systems Evaluation,Time Management,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Change in Employment
49-2092,3.0,3.0,2.75,3.0,2.75,2.12,3.38,3.12,2.75,3.12,2.75,2.88,2.38,1.75,2.88,2.75,3.0,1.25,1.25,3.0,2.88,0.88,3.38,3.0,3.75,3.88,4.0,3.62,3.0,2.88,2.75,2.88,1.75,1.75,2.25,-1490.0
49-2093,3.12,3.0,3.0,3.0,2.25,2.25,3.0,2.38,2.25,3.0,3.0,3.0,2.75,2.12,2.5,2.25,3.0,1.62,1.38,2.25,2.38,0.75,3.12,2.5,3.0,3.25,3.12,3.25,2.88,2.25,2.38,3.12,1.12,1.0,2.25,-4370.0
49-2094,4.0,3.62,3.0,3.12,2.88,2.75,3.75,3.0,3.0,3.12,3.0,3.0,2.88,2.62,2.88,2.88,3.88,2.12,2.38,3.25,2.75,2.12,3.88,3.5,3.75,3.88,3.88,3.88,3.0,3.25,3.0,3.0,1.62,1.62,2.62,-6970.0
49-2095,3.5,3.12,3.0,2.88,2.38,2.38,3.38,3.0,2.25,3.0,2.75,3.0,2.12,2.25,2.88,2.75,3.0,2.25,1.0,2.25,0.75,1.12,3.25,3.12,4.0,4.0,4.0,3.25,3.0,3.0,3.0,3.0,1.5,1.62,2.75,530.0
49-2096,3.12,3.0,2.88,3.0,2.25,1.5,3.12,2.38,2.25,2.88,2.88,3.0,2.38,2.5,2.38,2.88,3.0,1.75,1.38,2.75,3.0,1.12,3.0,3.0,2.88,3.62,3.62,3.0,2.88,2.25,2.38,3.0,1.25,1.12,2.12,-1150.0
49-2097,3.5,3.12,2.5,3.0,2.38,1.75,3.62,3.12,2.88,2.88,2.38,2.62,2.75,2.12,3.0,3.12,3.25,2.38,1.5,2.88,3.0,1.5,2.75,2.38,3.0,3.62,3.38,3.62,3.0,2.75,2.5,2.62,1.88,1.88,2.75,-1000.0
49-2098,3.25,3.12,2.88,3.0,2.12,1.25,3.5,3.0,2.38,3.12,2.88,2.88,1.88,1.88,2.62,2.88,3.0,1.75,0.88,2.0,3.12,0.88,2.88,2.75,2.62,3.25,2.75,3.12,3.0,2.5,2.5,2.88,0.75,1.0,2.0,11440.0
49-3011,4.0,3.38,3.0,3.25,2.25,2.62,4.0,3.12,2.88,3.12,3.0,3.0,2.75,2.12,3.0,2.88,3.88,2.12,1.25,3.0,2.12,0.5,4.0,3.25,4.75,4.0,4.25,3.88,3.38,3.25,3.25,3.0,0.62,1.88,2.25,16480.0
49-3021,2.88,3.0,2.12,2.75,2.0,0.25,3.0,2.25,2.12,2.88,2.88,2.88,2.25,2.12,2.62,2.75,3.0,1.62,1.0,2.5,1.75,0.75,2.88,3.0,2.75,3.0,3.25,3.0,2.75,2.25,2.25,2.75,1.38,1.75,2.25,7040.0
49-3022,2.5,2.75,2.38,2.62,1.75,0.5,2.75,2.38,2.12,2.62,2.62,2.5,2.12,2.0,2.25,2.62,2.5,1.12,0.62,2.38,2.75,0.12,2.62,2.62,1.75,1.88,2.0,2.75,2.38,1.88,1.88,3.0,0.5,1.0,1.88,3740.0
49-3041,2.88,2.88,2.5,3.0,2.5,1.62,3.62,3.0,2.62,2.88,2.5,2.38,2.12,1.62,2.38,2.0,3.0,0.88,1.0,3.0,2.12,0.75,3.12,3.25,3.88,3.88,4.12,3.12,3.0,2.75,2.5,2.75,1.5,1.12,2.0,970.0
49-3043,2.75,3.0,2.75,2.38,2.12,1.0,3.38,2.75,2.25,2.75,2.25,2.62,2.12,2.12,2.25,2.12,2.62,1.12,1.0,2.38,2.5,0.0,3.0,3.0,3.25,3.75,4.0,3.25,2.75,2.25,2.38,3.0,0.88,1.0,2.25,5850.0
49-3051,2.75,3.0,2.5,2.62,2.0,1.75,3.12,2.25,2.0,3.0,2.62,2.25,1.62,1.5,1.88,2.12,2.88,0.5,0.88,2.62,0.75,0.62,3.38,3.38,3.5,3.75,4.0,3.0,2.75,2.25,2.25,2.38,0.75,1.38,1.75,2730.0
49-3052,3.0,3.0,2.88,3.0,2.12,1.25,3.12,3.12,2.25,3.0,2.62,3.0,2.5,2.0,2.62,3.0,3.0,1.38,1.0,2.25,1.62,0.25,3.0,3.0,3.38,3.88,3.75,3.0,3.0,2.25,2.25,3.0,0.62,1.25,1.88,170.0
49-3053,2.62,2.75,2.5,2.5,2.0,1.12,3.0,2.75,2.12,2.75,2.38,2.88,2.12,1.62,2.25,2.5,2.75,0.5,0.75,2.75,0.75,0.38,3.0,3.0,3.62,3.62,3.62,3.0,2.75,2.12,2.0,2.62,1.12,1.12,1.75,2940.0
49-3091,3.0,3.0,2.5,3.0,2.0,0.38,3.12,2.5,2.38,2.88,3.12,2.5,2.62,2.62,2.75,3.0,3.0,0.75,1.5,2.62,1.75,0.12,2.25,2.0,2.88,3.0,3.12,3.12,2.75,2.12,2.12,2.88,1.12,1.25,2.12,2670.0
49-3092,2.88,3.25,2.75,3.12,1.75,0.88,3.5,3.12,2.38,3.0,2.75,3.12,2.62,2.5,2.62,2.88,2.88,1.0,1.0,2.62,0.88,0.5,2.88,2.88,3.12,3.5,3.88,3.12,2.88,2.38,2.5,2.75,0.62,0.75,1.75,4590.0
49-3093,2.0,2.5,2.12,2.25,1.88,0.0,2.38,2.0,2.25,2.25,2.25,2.12,2.0,2.12,2.25,2.62,2.25,0.0,0.5,1.62,1.0,0.0,2.75,2.88,2.0,2.62,2.75,2.38,2.12,2.0,2.0,2.62,0.75,1.62,2.25,10370.0
49-9011,2.88,3.0,2.88,3.0,2.5,0.0,3.0,2.25,2.12,3.0,2.88,2.88,2.75,2.25,2.62,2.88,2.88,1.12,1.5,2.5,2.75,0.0,2.88,2.75,2.88,3.0,2.75,3.25,2.62,2.0,2.12,2.88,1.0,1.5,2.25,5830.0
49-9012,3.12,2.88,2.88,3.0,1.5,1.12,3.12,3.0,2.38,3.0,2.75,3.0,1.75,1.88,2.38,2.38,3.0,0.75,0.88,2.5,2.12,0.75,3.0,3.0,3.25,3.12,3.25,3.25,3.0,2.12,2.12,2.5,0.88,0.88,1.5,10980.0
49-9031,2.88,3.12,2.75,3.0,2.0,1.25,3.25,2.25,2.12,2.88,2.75,2.75,2.12,2.12,2.5,2.88,3.0,1.62,1.0,2.88,2.38,0.62,3.25,3.0,3.12,3.62,3.88,3.62,3.0,2.12,2.0,3.0,1.25,1.75,2.12,-2170.0
49-9044,3.0,3.0,2.88,3.0,2.75,0.62,3.12,3.12,2.88,3.12,2.88,3.5,2.88,2.75,3.12,2.88,3.0,1.12,1.75,2.5,3.38,0.62,3.88,3.5,3.88,3.88,3.88,3.38,3.0,2.75,2.88,3.25,1.62,1.62,2.62,8030.0
49-9045,2.62,2.88,2.25,2.75,1.75,0.0,3.0,2.12,2.12,2.75,2.38,2.75,1.75,1.88,2.38,2.0,2.12,1.25,0.75,1.88,0.38,0.0,3.25,3.0,2.75,2.88,2.75,2.75,2.62,1.62,1.38,2.5,0.62,0.88,1.88,-910.0
49-9051,3.0,3.25,2.75,2.88,1.88,1.0,3.0,3.0,2.75,3.0,2.62,3.25,2.75,2.12,2.62,2.5,3.0,1.62,1.12,2.12,2.38,0.25,3.25,3.25,3.0,3.38,3.25,3.12,3.0,3.0,3.0,2.88,0.38,0.62,3.0,-2880.0
49-9052,3.0,3.0,2.88,2.75,1.75,1.12,3.12,2.62,2.0,2.88,2.88,3.0,2.25,2.12,2.12,2.88,3.0,1.0,0.88,2.0,1.88,0.62,3.0,3.0,2.75,3.12,2.75,3.0,3.0,2.38,2.38,2.75,0.75,0.75,1.88,6480.0
49-9061,3.5,3.12,3.0,3.0,2.5,1.88,3.38,3.12,2.25,2.88,2.5,2.25,2.12,2.0,0.88,2.25,3.12,1.75,2.25,3.12,1.38,1.25,3.0,1.75,3.62,3.62,3.88,3.38,3.0,2.12,2.12,3.0,1.75,1.88,1.62,470.0
49-9062,3.75,2.88,2.88,2.88,3.12,2.25,3.62,3.25,2.88,3.25,2.75,2.88,2.75,2.5,3.12,2.88,3.12,2.12,2.0,3.12,2.0,0.62,3.62,3.0,4.0,4.0,4.0,3.62,3.12,3.0,3.12,2.75,1.5,2.12,2.75,4940.0
49-9063,3.0,3.0,2.75,3.0,2.0,1.25,3.25,3.0,2.5,3.0,2.88,2.38,2.88,2.75,2.88,2.88,2.88,1.75,1.38,2.62,0.5,0.25,3.0,2.5,2.88,3.12,3.12,3.5,3.0,2.75,2.75,3.12,1.88,2.12,2.25,360.0
49-9064,2.88,3.0,2.25,2.75,2.0,1.25,3.0,2.25,1.62,2.25,2.5,2.12,2.12,1.62,1.62,2.75,2.88,1.0,1.12,2.25,0.62,0.0,2.5,2.12,3.12,3.12,3.5,3.0,3.0,1.88,2.0,2.25,1.5,1.5,1.88,390.0
49-9081,3.25,3.12,2.75,3.0,2.75,2.0,3.12,3.12,3.0,3.12,2.75,3.25,1.75,1.88,2.88,2.12,3.0,1.0,1.5,2.88,1.12,0.62,3.25,3.12,3.75,4.0,3.88,3.12,3.0,3.12,3.0,2.88,1.0,2.25,2.5,2250.0
49-9091,2.88,2.88,2.5,2.62,2.0,0.62,2.88,2.12,1.75,3.0,2.5,2.62,1.75,1.5,1.62,2.62,2.75,0.5,0.0,2.12,1.62,0.38,3.0,3.0,3.0,3.0,3.0,2.88,2.62,2.75,2.25,2.75,1.25,1.25,1.62,530.0
49-9092,3.5,3.62,3.0,3.38,2.12,2.25,3.75,3.12,3.0,3.25,3.0,3.12,2.62,2.62,3.12,2.38,3.12,1.75,0.88,2.88,2.38,0.0,3.62,3.12,3.0,3.12,3.25,3.25,3.25,2.75,2.5,3.12,0.88,1.38,3.0,-200.0
49-9094,3.0,3.0,2.38,3.0,2.12,0.0,3.12,2.88,2.25,2.75,2.5,2.62,2.25,2.12,2.12,2.25,2.88,0.25,1.25,2.12,2.0,0.75,2.38,3.0,3.0,3.0,3.12,3.0,2.75,2.25,2.12,2.88,1.25,1.38,2.12,-80.0
49-9095,3.12,2.88,2.88,2.88,2.88,0.88,3.25,3.0,3.12,3.38,2.75,3.62,3.0,2.75,3.12,2.75,3.25,2.0,1.5,2.62,2.38,0.0,3.12,3.25,2.62,3.25,3.38,3.62,3.0,2.62,2.88,3.12,2.12,2.38,3.12,-470.0
49-9096,2.38,3.0,2.38,2.75,1.0,0.5,3.0,2.25,1.12,3.12,2.5,3.12,2.12,2.12,2.12,2.25,3.0,2.12,0.62,2.75,1.75,0.0,3.12,3.25,2.5,2.88,2.62,3.0,3.0,2.12,2.12,2.88,0.38,0.38,2.88,2650.0
49-9097,2.88,3.0,3.0,2.5,2.25,0.88,3.38,3.0,2.75,3.12,2.12,2.75,2.12,2.12,2.75,2.12,3.0,0.25,0.62,2.75,2.62,0.88,3.75,3.0,3.88,4.0,3.88,3.88,2.88,2.25,2.25,3.0,0.75,0.88,2.12,-1020.0
51-2011,3.12,3.12,3.0,3.0,2.75,1.5,3.12,3.0,2.88,3.12,2.25,2.88,2.25,2.25,2.88,2.38,2.88,1.38,1.88,2.88,3.0,1.0,3.0,2.88,3.0,2.88,3.12,3.75,3.0,2.88,2.62,3.0,1.38,1.62,2.38,2310.0
51-2021,2.75,2.88,2.0,2.5,1.12,0.0,2.88,1.88,1.88,3.0,2.25,2.88,1.25,1.12,2.12,1.5,1.88,0.62,0.75,0.62,0.12,0.0,3.12,3.12,0.62,1.88,0.38,2.25,2.5,1.5,1.25,2.12,0.5,0.5,1.0,-2240.0
51-2031,3.12,3.0,2.25,2.88,2.0,1.62,3.0,2.25,2.0,3.0,2.12,2.25,2.0,2.0,2.25,2.0,2.25,0.75,1.0,2.25,1.38,0.75,3.12,2.88,2.88,3.0,2.88,3.25,2.5,2.0,2.0,2.25,0.62,1.12,2.12,7650.0
51-2041,2.38,3.0,2.0,2.5,1.88,0.62,2.25,1.62,0.75,2.5,2.25,2.62,2.12,1.75,1.88,1.75,2.25,1.25,0.5,1.5,0.25,0.0,2.38,2.38,0.88,2.0,0.88,2.5,2.38,0.5,0.5,2.38,0.0,0.12,2.0,-1160.0
51-3011,2.75,2.75,2.12,2.88,2.12,0.88,3.0,3.0,2.0,2.88,2.62,2.88,1.75,1.88,2.0,2.25,2.0,1.88,0.88,0.62,0.0,0.0,2.62,2.0,0.5,1.25,0.12,2.25,2.75,2.0,2.0,2.75,0.88,1.38,1.62,11260.0
51-3021,3.0,3.0,2.75,3.0,2.0,0.25,3.0,2.12,2.0,2.88,2.88,2.75,2.88,2.75,2.25,2.88,2.5,1.0,0.5,0.88,0.0,0.12,2.12,2.0,1.12,1.88,1.0,2.0,2.38,2.0,2.0,3.0,2.0,1.75,3.0,-280.0
51-3022,2.25,2.25,2.12,2.62,1.88,0.0,2.88,2.25,2.25,2.62,2.38,2.38,2.12,2.12,2.12,2.38,2.12,0.12,0.25,1.38,0.0,0.0,2.38,2.12,1.25,2.0,1.25,2.12,2.12,1.12,1.12,2.12,0.88,1.0,2.25,3680.0
51-3023,1.75,2.25,1.0,1.88,0.75,0.0,1.88,1.5,1.25,1.88,1.75,1.88,0.88,1.12,1.62,1.75,1.75,0.12,0.0,0.5,0.0,0.0,2.0,2.12,0.75,1.38,0.75,2.0,1.75,1.12,1.12,1.88,0.5,0.62,1.5,-12680.0
51-3091,2.88,2.88,2.88,2.88,0.75,0.88,3.0,2.62,2.5,3.0,2.12,3.0,2.25,2.12,2.62,2.12,2.75,1.5,0.5,2.0,0.62,0.25,3.62,3.12,2.25,2.25,2.0,2.88,2.62,1.62,1.5,2.12,0.25,0.5,2.0,1940.0
51-3093,2.75,3.0,2.62,2.38,1.88,1.38,2.38,2.38,2.0,2.88,2.38,2.75,1.62,1.62,2.12,2.12,2.38,0.75,0.38,0.5,0.0,0.25,3.12,2.88,1.12,1.75,0.38,2.12,2.25,1.38,1.62,2.25,0.75,1.0,2.0,-6820.0
51-4021,2.88,2.62,2.0,2.5,2.5,1.12,2.75,2.25,2.12,3.25,2.38,3.0,1.88,1.5,2.25,1.75,2.62,1.38,0.88,2.5,1.62,0.5,3.62,3.5,2.62,2.75,2.88,3.38,2.75,2.25,2.25,2.5,0.75,1.25,1.88,4420.0
51-4022,2.88,3.0,2.75,2.88,2.12,0.62,2.88,2.12,2.25,3.12,2.38,2.62,2.12,2.12,2.25,2.12,2.75,1.12,0.88,1.75,1.0,0.25,3.0,3.0,2.25,2.75,2.12,2.88,2.62,1.75,1.75,2.62,0.38,0.5,2.25,-5020.0
51-4023,2.88,2.75,2.62,2.75,2.5,0.38,3.0,3.0,2.75,3.0,2.5,3.0,1.75,1.62,2.88,2.0,2.75,1.12,0.88,2.38,2.0,0.62,4.0,3.88,3.0,3.0,2.88,3.88,2.88,2.75,2.38,3.0,0.88,1.25,2.62,-900.0
51-4031,2.88,2.75,2.38,2.75,2.38,0.88,2.75,2.25,2.0,3.0,2.0,2.5,1.75,1.88,2.5,1.62,2.62,1.25,0.75,1.5,0.88,0.12,3.5,3.5,2.75,2.88,2.5,3.38,2.75,1.5,1.5,2.62,0.5,0.75,1.88,4790.0
51-4032,2.88,3.0,2.75,3.0,2.25,0.62,3.12,2.38,2.12,3.12,2.25,2.25,2.0,1.88,2.0,2.0,2.75,1.88,1.12,2.25,1.5,0.25,3.5,3.12,2.38,2.75,2.38,2.88,2.75,2.12,2.0,2.38,0.5,0.75,2.12,-6600.0
51-4033,2.88,2.62,2.0,2.5,3.0,0.5,2.88,2.25,2.0,3.0,2.25,2.5,1.62,1.38,2.12,1.75,2.75,1.0,0.75,2.12,0.62,0.75,3.62,3.62,2.5,2.62,2.5,3.5,2.88,2.25,2.12,2.25,0.75,1.12,1.88,6680.0
51-4034,3.0,2.88,2.12,2.62,2.25,0.75,3.0,2.0,1.75,3.0,2.12,2.62,1.38,1.0,2.12,1.5,2.5,0.88,0.75,2.25,0.88,0.62,2.88,3.12,2.5,2.62,2.12,3.12,2.38,2.0,1.75,2.25,0.75,0.62,1.62,-14500.0
51-4035,2.75,3.0,2.25,2.62,2.75,0.62,2.88,2.5,1.88,3.0,2.25,2.62,1.62,1.5,2.12,1.75,2.5,1.62,0.75,1.88,1.25,0.75,3.5,3.25,2.25,2.75,2.12,3.0,2.38,1.88,1.75,2.62,0.62,0.75,1.75,-3380.0
51-4041,3.0,2.88,2.62,3.0,2.75,0.75,3.12,2.88,2.38,3.12,2.75,3.0,2.12,2.12,2.75,2.12,3.0,1.88,1.88,2.62,2.38,1.12,3.25,3.38,2.88,2.88,2.75,3.0,2.75,2.12,2.25,2.62,0.75,1.0,2.0,-9230.0
51-4051,2.88,3.0,2.75,2.88,2.62,1.62,3.0,2.12,2.0,3.12,2.38,2.25,2.25,2.0,2.12,2.12,2.88,0.75,0.25,2.0,0.0,0.0,3.88,3.75,2.88,2.75,2.25,3.12,2.75,2.12,2.12,2.88,0.88,1.75,2.38,-3700.0
51-4052,2.5,3.0,2.0,2.62,1.62,1.12,3.0,2.12,2.12,3.0,2.12,2.62,2.12,2.12,2.12,2.12,2.12,1.0,0.5,2.12,0.25,0.25,3.12,3.0,2.75,2.75,2.25,3.0,3.0,1.25,1.5,2.25,0.75,1.0,1.75,-1680.0
51-4061,3.0,2.88,2.62,2.62,2.88,1.25,3.0,2.88,2.0,3.0,2.62,2.88,1.88,1.38,2.12,1.5,2.75,2.5,1.88,3.0,0.38,0.88,3.12,3.25,2.62,3.12,2.62,3.12,2.88,1.12,1.88,3.0,0.88,1.38,1.75,-1840.0
51-4062,3.0,2.88,2.12,2.88,2.38,0.5,3.0,2.25,2.0,3.12,2.5,2.62,1.75,1.75,2.25,1.75,2.75,2.38,1.75,1.88,0.5,1.25,3.12,3.0,2.12,2.0,1.88,3.25,2.5,2.0,2.12,2.5,0.25,0.38,1.75,-760.0
51-4071,1.88,2.25,1.62,1.88,1.62,0.25,2.5,1.75,1.38,2.62,2.12,2.5,1.25,1.12,2.12,1.25,2.0,0.88,0.5,1.5,0.0,0.0,2.38,2.25,1.12,2.12,1.25,2.38,2.25,1.0,1.0,2.5,0.5,0.62,1.62,5720.0
51-4111,3.12,3.0,2.5,2.75,2.88,1.25,3.12,3.12,2.12,3.0,2.0,2.88,1.62,1.25,2.12,1.0,3.0,3.12,2.88,3.0,0.75,0.62,3.0,3.12,2.88,2.88,2.88,3.75,3.0,2.5,2.38,2.88,0.38,0.62,1.62,-5180.0
51-4191,3.0,2.88,2.62,2.62,2.88,1.12,3.0,2.62,2.75,3.38,2.5,2.88,1.88,1.62,3.0,1.88,2.62,1.62,0.0,2.62,0.25,0.88,3.75,3.88,3.12,2.75,2.88,3.25,2.62,2.12,1.88,2.62,0.62,1.38,2.25,-1420.0
51-4192,2.88,2.88,2.88,2.5,3.12,0.38,3.12,2.62,2.0,3.0,2.75,3.0,1.75,1.62,2.5,2.0,2.88,2.0,0.62,2.0,0.88,0.12,2.75,2.75,2.0,2.0,2.0,2.88,2.75,1.88,1.88,2.5,0.5,0.5,2.25,-4920.0
51-4193,2.88,3.0,2.62,2.75,1.38,1.88,2.75,2.12,2.12,3.0,2.25,2.62,2.12,2.12,2.38,2.12,2.25,1.62,0.5,2.0,0.25,0.0,3.12,3.0,2.38,2.25,2.12,2.75,2.12,1.62,1.62,2.75,0.5,0.88,2.25,5910.0
51-4194,3.0,2.88,2.25,2.38,2.88,0.12,2.88,2.62,2.38,2.75,2.12,2.12,2.12,2.0,2.38,2.0,2.75,1.38,1.12,2.38,0.25,0.5,3.62,3.62,3.38,2.88,3.0,3.25,2.75,2.25,2.25,2.62,1.38,1.75,1.88,-4420.0
51-5111,3.0,3.0,2.88,3.12,2.0,0.88,3.0,3.0,2.25,3.0,2.75,2.88,2.38,2.12,2.5,2.62,2.88,1.5,1.0,1.75,0.0,0.88,3.0,2.12,1.88,2.12,1.75,2.38,2.88,2.25,2.25,2.75,0.5,0.88,2.25,-5910.0
51-5112,3.12,3.0,2.62,3.0,2.0,0.0,3.12,2.88,2.12,3.25,2.75,3.0,2.38,2.0,2.75,2.62,2.88,0.75,0.75,2.5,0.12,0.62,3.62,3.25,3.12,3.12,3.12,3.25,2.88,2.12,2.12,3.0,0.75,1.88,2.0,6680.0
51-5113,2.88,2.88,2.62,2.75,2.12,0.12,3.0,2.38,2.88,3.0,2.62,2.75,2.25,1.88,2.75,2.25,2.88,0.5,1.0,2.25,1.5,0.88,3.12,3.12,3.12,2.75,2.75,2.88,2.75,2.12,2.38,2.62,0.75,0.75,2.5,-5830.0
51-6011,2.12,2.25,2.12,2.38,0.88,0.0,2.5,2.12,2.12,2.25,2.25,2.25,2.12,2.12,2.12,2.38,2.25,0.88,0.0,1.12,0.0,0.0,2.5,2.12,1.25,2.25,1.25,2.0,2.12,1.62,1.5,2.38,1.0,1.0,2.0,10000.0
51-6021,1.75,2.0,1.5,2.0,0.75,0.0,2.25,1.5,1.0,2.12,1.75,1.75,1.25,1.12,0.38,1.5,1.75,0.5,0.5,1.12,0.25,0.0,2.12,2.25,1.38,1.75,1.0,1.88,2.12,0.88,1.25,2.0,0.5,0.5,0.75,-12080.0
51-6031,2.12,2.12,2.0,1.88,1.88,0.0,2.12,1.88,2.0,2.5,1.88,1.75,1.5,1.5,1.88,1.5,2.12,0.62,0.0,0.75,0.0,0.0,2.12,2.25,1.25,2.0,1.0,2.62,2.0,1.62,1.12,2.12,0.88,0.75,1.5,-8660.0
51-6041,2.25,2.25,1.5,2.12,1.0,0.12,2.62,1.75,0.12,2.5,2.25,2.12,2.12,1.38,1.62,2.38,2.0,1.12,0.12,1.5,0.0,0.0,2.25,2.25,0.0,1.62,0.12,2.38,2.38,1.38,0.12,2.12,0.5,0.75,1.75,1050.0
51-6042,2.75,2.75,1.75,2.62,1.62,0.12,2.38,1.75,1.12,2.88,1.88,1.88,1.62,1.25,1.38,1.38,2.5,1.25,0.5,2.5,0.0,0.0,2.88,3.0,2.62,2.5,2.25,3.0,2.38,1.62,1.75,2.62,1.0,0.88,1.75,1470.0
51-6051,2.25,2.38,2.25,1.88,2.12,0.0,2.38,2.12,2.25,2.62,2.0,1.88,1.88,2.0,2.62,2.12,2.38,1.62,1.0,0.25,0.0,0.0,2.12,2.25,0.0,1.62,0.0,2.0,2.38,1.88,1.75,2.5,1.5,2.0,2.25,-1190.0
51-6052,2.62,3.0,2.25,2.88,1.62,0.0,3.0,2.62,1.75,2.62,2.88,2.5,2.0,2.12,1.88,2.75,2.62,2.12,1.0,1.88,0.0,0.0,2.12,2.38,1.5,1.38,1.25,2.12,2.75,1.25,1.25,2.88,0.75,0.88,2.0,3910.0
51-6061,2.62,3.0,2.62,2.62,2.5,1.0,2.62,2.0,1.75,2.75,2.38,2.75,1.88,1.62,2.12,2.0,2.25,1.5,0.75,2.0,1.0,0.0,3.62,3.25,2.25,2.12,2.25,3.0,2.38,1.88,2.0,2.25,0.75,0.62,1.88,-2820.0
51-6062,2.62,2.5,2.25,2.12,2.12,0.0,2.75,2.0,2.0,3.25,1.88,2.75,1.62,1.62,2.62,1.62,2.62,1.25,0.75,2.12,1.25,0.75,3.75,3.75,3.25,3.0,3.0,3.12,2.62,2.25,2.12,2.75,0.75,1.12,2.12,-1160.0
51-6063,2.25,2.5,1.88,2.5,0.88,0.25,2.5,1.5,1.62,2.88,1.88,2.25,1.75,1.38,2.12,1.62,2.0,1.88,0.25,1.75,0.5,0.0,3.12,2.88,2.38,2.38,1.62,2.5,2.38,1.0,1.12,2.25,0.62,0.5,1.75,-1630.0
51-6064,2.12,2.5,2.0,2.38,2.0,0.0,3.0,2.12,2.0,3.0,2.0,2.5,1.62,1.62,2.5,2.0,2.0,1.38,0.5,2.0,1.0,0.0,3.88,3.88,2.5,2.62,2.75,3.0,2.38,2.12,2.12,2.12,0.75,1.0,2.0,5450.0
51-6091,2.75,3.0,2.62,2.88,1.88,0.62,3.0,2.62,2.12,3.12,2.62,3.0,2.12,2.12,2.38,2.12,2.75,1.5,0.62,2.25,0.0,0.25,3.88,3.25,2.5,2.75,2.62,2.75,2.88,1.75,2.0,2.88,0.75,1.0,2.12,-1540.0
51-6092,3.25,3.38,2.88,3.0,3.0,0.12,3.38,3.0,3.0,3.25,2.88,2.88,2.62,2.62,3.0,2.75,3.0,2.75,1.5,0.62,0.0,1.25,2.88,2.5,0.12,2.12,0.38,3.12,3.0,2.75,2.38,3.0,1.62,1.88,2.12,430.0
51-6093,3.0,3.0,2.38,2.88,2.5,0.5,3.12,2.88,2.75,3.0,2.5,2.75,2.5,2.25,2.62,2.88,3.0,1.75,1.38,2.12,0.38,0.0,2.88,2.62,1.88,2.0,1.88,2.75,2.88,2.0,2.0,3.0,1.5,1.75,2.25,-350.0
51-7011,2.62,2.5,2.38,2.5,3.0,0.38,3.0,2.75,2.25,3.12,2.38,2.5,2.25,2.0,2.25,2.0,2.75,2.88,1.5,2.88,0.62,0.75,3.12,2.88,2.88,2.88,2.5,3.38,2.88,2.0,2.0,3.0,1.25,1.5,2.38,11230.0
51-7021,2.75,3.0,2.25,2.38,1.75,0.12,3.12,2.75,2.25,2.88,2.62,2.75,2.0,2.12,2.62,2.62,2.75,2.0,0.75,2.25,0.0,0.12,3.0,2.62,2.0,2.25,2.12,2.88,2.75,2.0,2.0,2.88,1.25,1.88,2.62,900.0
51-7031,3.12,3.0,2.75,2.88,2.0,1.0,3.12,2.62,1.88,2.88,2.5,3.0,1.88,1.88,2.38,2.38,3.0,2.88,1.25,0.5,0.5,0.62,2.88,2.88,0.25,1.5,0.0,2.62,2.62,2.25,2.0,2.88,0.75,0.88,2.0,-550.0
51-7032,3.0,3.0,2.12,2.5,3.0,0.88,3.12,2.5,2.0,3.0,2.62,2.25,1.75,1.5,2.12,1.88,3.0,3.0,1.5,2.75,0.12,0.62,3.0,3.0,2.38,2.25,2.25,3.12,2.88,2.12,2.0,2.62,1.88,2.0,2.0,-580.0
51-7041,2.62,2.5,1.38,2.12,1.5,0.25,2.75,2.0,1.88,2.88,2.25,2.5,1.62,1.62,2.12,1.62,2.25,1.38,0.38,1.88,0.5,0.12,3.12,3.0,2.62,2.62,2.5,2.88,2.38,1.75,1.5,2.38,0.5,0.75,1.5,4410.0
51-7042,2.75,2.75,1.75,2.5,2.5,0.5,2.88,2.12,2.12,2.88,2.0,2.0,1.75,1.38,1.75,1.38,2.5,1.62,1.38,2.5,1.25,1.12,3.5,3.25,3.0,3.0,3.0,3.0,2.12,0.88,1.62,2.12,0.62,1.12,1.5,8040.0
51-8011,3.88,3.88,3.0,3.25,2.75,3.0,4.0,3.12,3.0,4.0,3.12,3.25,2.88,2.75,3.0,2.88,3.25,0.5,0.5,0.0,0.0,1.25,3.88,3.75,0.12,3.12,0.38,3.25,3.38,3.0,2.88,3.38,1.25,1.25,3.0,-2350.0
51-8012,3.62,3.5,3.12,3.25,2.75,1.5,3.75,3.0,2.62,3.25,3.0,3.62,2.62,2.75,3.0,2.88,3.12,1.88,0.62,1.12,0.12,0.88,3.5,3.0,1.38,2.5,1.38,2.88,3.25,2.75,2.88,3.0,0.75,1.12,3.0,-410.0
51-8013,3.25,3.12,2.88,3.0,2.75,1.88,3.25,3.0,2.62,3.38,2.75,3.0,2.5,2.12,2.75,2.62,3.0,1.12,1.0,2.25,0.5,0.75,4.0,3.62,3.12,3.12,3.12,3.12,3.12,2.62,2.25,2.75,1.0,1.38,2.38,-6680.0
